sample_id,source_group,source_image,degradation_type,severity,clean_path,distorted_path,mask_path,mask_ratio,clean_quality_score,masked_input_clean_l1,split,seed
v2_0062_57_15_SKEYPPEAPE_1_3_11_A_MBath_114.148332_22.280509_178.9181_21.22964_repeat_missing,SKEYPPEAPE,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/57_15_SKEYPPEAPE_1_3_11_A_MBath_114.148332_22.280509_178.9181_21.22964.png,repeat_missing,medium,research/data/restoration_v2_proxy_pairs/v2_0062_57_15_SKEYPPEAPE_1_3_11_A_MBath_114.148332_22.280509_178.9181_21.22964_repeat_missing/clean.png,research/data/restoration_v2_proxy_pairs/v2_0062_57_15_SKEYPPEAPE_1_3_11_A_MBath_114.148332_22.280509_178.9181_21.22964_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0062_57_15_SKEYPPEAPE_1_3_11_A_MBath_114.148332_22.280509_178.9181_21.22964_repeat_missing/mask.png,0.11658960,1.000000,44.233276,train,20260882
v2_0063_700_41_SKSWBPWJPS_1_28_1_C_LivingDining_114.142226_22.284267_71.06_26.096132_blur_downsample,SKSWBPWJPS,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/700_41_SKSWBPWJPS_1_28_1_C_LivingDining_114.142226_22.284267_71.06_26.096132.png,blur_downsample,large,research/data/restoration_v2_proxy_pairs/v2_0063_700_41_SKSWBPWJPS_1_28_1_C_LivingDining_114.142226_22.284267_71.06_26.096132_blur_downsample/clean.png,research/data/restoration_v2_proxy_pairs/v2_0063_700_41_SKSWBPWJPS_1_28_1_C_LivingDining_114.142226_22.284267_71.06_26.096132_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0063_700_41_SKSWBPWJPS_1_28_1_C_LivingDining_114.142226_22.284267_71.06_26.096132_blur_downsample/mask.png,0.43205915,1.000000,6.293910,train,20260883
v2_0064_540_61_TTNTIHLEHM_2_50_22_E_Bed_1_114.142399_22.284832_106.4425_2.269258_smear_warp,TTNTIHLEHM,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/540_61_TTNTIHLEHM_2_50_22_E_Bed_1_114.142399_22.284832_106.4425_2.269258.png,smear_warp,large,research/data/restoration_v2_proxy_pairs/v2_0064_540_61_TTNTIHLEHM_2_50_22_E_Bed_1_114.142399_22.284832_106.4425_2.269258_smear_warp/clean.png,research/data/restoration_v2_proxy_pairs/v2_0064_540_61_TTNTIHLEHM_2_50_22_E_Bed_1_114.142399_22.284832_106.4425_2.269258_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0064_540_61_TTNTIHLEHM_2_50_22_E_Bed_1_114.142399_22.284832_106.4425_2.269258_smear_warp/mask.png,0.37902583,0.999960,29.619869,train,20260884
v2_0065_100_30_SKPPWKPEPE_2_27_37_A_Kitchen_114.149632_22.282049_210.0232_160.310615_repeat_missing,SKPPWKPEPE,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/100_30_SKPPWKPEPE_2_27_37_A_Kitchen_114.149632_22.282049_210.0232_160.310615.png,repeat_missing,small,research/data/restoration_v2_proxy_pairs/v2_0065_100_30_SKPPWKPEPE_2_27_37_A_Kitchen_114.149632_22.282049_210.0232_160.310615_repeat_missing/clean.png,research/data/restoration_v2_proxy_pairs/v2_0065_100_30_SKPPWKPEPE_2_27_37_A_Kitchen_114.149632_22.282049_210.0232_160.310615_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0065_100_30_SKPPWKPEPE_2_27_37_A_Kitchen_114.149632_22.282049_210.0232_160.310615_repeat_missing/mask.png,0.05225606,1.000000,34.425629,train,20260885
v2_0066_112_56_SSPPWYPXPS_1_3_17_A_Bed_2_114.133626_22.285476_86.4165_151.72097_blur_downsample,SSPPWYPXPS,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/112_56_SSPPWYPXPS_1_3_17_A_Bed_2_114.133626_22.285476_86.4165_151.72097.png,blur_downsample,medium,research/data/restoration_v2_proxy_pairs/v2_0066_112_56_SSPPWYPXPS_1_3_17_A_Bed_2_114.133626_22.285476_86.4165_151.72097_blur_downsample/clean.png,research/data/restoration_v2_proxy_pairs/v2_0066_112_56_SSPPWYPXPS_1_3_17_A_Bed_2_114.133626_22.285476_86.4165_151.72097_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0066_112_56_SSPPWYPXPS_1_3_17_A_Bed_2_114.133626_22.285476_86.4165_151.72097_blur_downsample/mask.png,0.07643096,1.000000,9.832855,train,20260886
v2_0067_500_84_TZSHZHMRHM_1_16_21_C_Balcony_114.150199_22.28035_201.6335_27.739153_smear_warp,TZSHZHMRHM,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/500_84_TZSHZHMRHM_1_16_21_C_Balcony_114.150199_22.28035_201.6335_27.739153.png,smear_warp,medium,research/data/restoration_v2_proxy_pairs/v2_0067_500_84_TZSHZHMRHM_1_16_21_C_Balcony_114.150199_22.28035_201.6335_27.739153_smear_warp/clean.png,research/data/restoration_v2_proxy_pairs/v2_0067_500_84_TZSHZHMRHM_1_16_21_C_Balcony_114.150199_22.28035_201.6335_27.739153_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0067_500_84_TZSHZHMRHM_1_16_21_C_Balcony_114.150199_22.28035_201.6335_27.739153_smear_warp/mask.png,0.09765625,1.000000,9.712041,train,20260887
v2_0068_138_7_SEPPWDPXPE_1_5_19_A_Bed_2_114.151332_22.280036_162.1933_41.159862_repeat_missing,SEPPWDPXPE,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/138_7_SEPPWDPXPE_1_5_19_A_Bed_2_114.151332_22.280036_162.1933_41.159862.png,repeat_missing,small,research/data/restoration_v2_proxy_pairs/v2_0068_138_7_SEPPWDPXPE_1_5_19_A_Bed_2_114.151332_22.280036_162.1933_41.159862_repeat_missing/clean.png,research/data/restoration_v2_proxy_pairs/v2_0068_138_7_SEPPWDPXPE_1_5_19_A_Bed_2_114.151332_22.280036_162.1933_41.159862_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0068_138_7_SEPPWDPXPE_1_5_19_A_Bed_2_114.151332_22.280036_162.1933_41.159862_repeat_missing/mask.png,0.04544005,1.000000,18.785234,train,20260888
v2_0069_1332_56_SSPPWYPXPS_1_26_18_G_Living_114.133475_22.285613_89.834_14.049906_blur_downsample,SSPPWYPXPS,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/1332_56_SSPPWYPXPS_1_26_18_G_Living_114.133475_22.285613_89.834_14.049906.png,blur_downsample,medium,research/data/restoration_v2_proxy_pairs/v2_0069_1332_56_SSPPWYPXPS_1_26_18_G_Living_114.133475_22.285613_89.834_14.049906_blur_downsample/clean.png,research/data/restoration_v2_proxy_pairs/v2_0069_1332_56_SSPPWYPXPS_1_26_18_G_Living_114.133475_22.285613_89.834_14.049906_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0069_1332_56_SSPPWYPXPS_1_26_18_G_Living_114.133475_22.285613_89.834_14.049906_blur_downsample/mask.png,0.15539302,0.999900,7.603993,train,20260889
v2_0070_101_44_SSPPWBPEPK_1_8_8_C_Living_114.152563_22.280719_90.6046_29.822021_smear_warp,SSPPWBPEPK,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/101_44_SSPPWBPEPK_1_8_8_C_Living_114.152563_22.280719_90.6046_29.822021.png,smear_warp,large,research/data/restoration_v2_proxy_pairs/v2_0070_101_44_SSPPWBPEPK_1_8_8_C_Living_114.152563_22.280719_90.6046_29.822021_smear_warp/clean.png,research/data/restoration_v2_proxy_pairs/v2_0070_101_44_SSPPWBPEPK_1_8_8_C_Living_114.152563_22.280719_90.6046_29.822021_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0070_101_44_SSPPWBPEPK_1_8_8_C_Living_114.152563_22.280719_90.6046_29.822021_smear_warp/mask.png,0.41766980,1.000000,18.182103,train,20260890
v2_0071_132_4_OSRRQRUXOU_1_6_3_B_Living_114.150681_22.279431_168.752_37.350869_repeat_missing,OSRRQRUXOU,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/132_4_OSRRQRUXOU_1_6_3_B_Living_114.150681_22.279431_168.752_37.350869.png,repeat_missing,large,research/data/restoration_v2_proxy_pairs/v2_0071_132_4_OSRRQRUXOU_1_6_3_B_Living_114.150681_22.279431_168.752_37.350869_repeat_missing/clean.png,research/data/restoration_v2_proxy_pairs/v2_0071_132_4_OSRRQRUXOU_1_6_3_B_Living_114.150681_22.279431_168.752_37.350869_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0071_132_4_OSRRQRUXOU_1_6_3_B_Living_114.150681_22.279431_168.752_37.350869_repeat_missing/mask.png,0.53818559,1.000000,71.522231,train,20260891
v2_0072_179_61_TTNTIHLEHM_1_17_8_C_Bed_2_114.142259_22.284816_69.21_2.512811_blur_downsample,TTNTIHLEHM,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/179_61_TTNTIHLEHM_1_17_8_C_Bed_2_114.142259_22.284816_69.21_2.512811.png,blur_downsample,small,research/data/restoration_v2_proxy_pairs/v2_0072_179_61_TTNTIHLEHM_1_17_8_C_Bed_2_114.142259_22.284816_69.21_2.512811_blur_downsample/clean.png,research/data/restoration_v2_proxy_pairs/v2_0072_179_61_TTNTIHLEHM_1_17_8_C_Bed_2_114.142259_22.284816_69.21_2.512811_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0072_179_61_TTNTIHLEHM_1_17_8_C_Bed_2_114.142259_22.284816_69.21_2.512811_blur_downsample/mask.png,0.04464286,1.000000,17.343899,train,20260892
v2_0073_50_80_TZLZZHIOHT_1_3_1_A_Bed_1_114.145246_22.284661_87.97_28.093304_smear_warp,TZLZZHIOHT,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/50_80_TZLZZHIOHT_1_3_1_A_Bed_1_114.145246_22.284661_87.97_28.093304.png,smear_warp,large,research/data/restoration_v2_proxy_pairs/v2_0073_50_80_TZLZZHIOHT_1_3_1_A_Bed_1_114.145246_22.284661_87.97_28.093304_smear_warp/clean.png,research/data/restoration_v2_proxy_pairs/v2_0073_50_80_TZLZZHIOHT_1_3_1_A_Bed_1_114.145246_22.284661_87.97_28.093304_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0073_50_80_TZLZZHIOHT_1_3_1_A_Bed_1_114.145246_22.284661_87.97_28.093304_smear_warp/mask.png,0.35754145,0.999562,26.536622,train,20260893
v2_0074_138_12_SKDBGPEXPE_2_17_21_A_MBed_114.147664_22.281594_175.7735_152.321031_repeat_missing,SKDBGPEXPE,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/138_12_SKDBGPEXPE_2_17_21_A_MBed_114.147664_22.281594_175.7735_152.321031.png,repeat_missing,small,research/data/restoration_v2_proxy_pairs/v2_0074_138_12_SKDBGPEXPE_2_17_21_A_MBed_114.147664_22.281594_175.7735_152.321031_repeat_missing/clean.png,research/data/restoration_v2_proxy_pairs/v2_0074_138_12_SKDBGPEXPE_2_17_21_A_MBed_114.147664_22.281594_175.7735_152.321031_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0074_138_12_SKDBGPEXPE_2_17_21_A_MBed_114.147664_22.281594_175.7735_152.321031_repeat_missing/mask.png,0.05590322,1.000000,24.783244,train,20260894
v2_0075_600_15_SKEYPPEAPE_1_25_22_C_MBed_114.148279_22.280424_212.1833_27.568647_blur_downsample,SKEYPPEAPE,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/600_15_SKEYPPEAPE_1_25_22_C_MBed_114.148279_22.280424_212.1833_27.568647.png,blur_downsample,medium,research/data/restoration_v2_proxy_pairs/v2_0075_600_15_SKEYPPEAPE_1_25_22_C_MBed_114.148279_22.280424_212.1833_27.568647_blur_downsample/clean.png,research/data/restoration_v2_proxy_pairs/v2_0075_600_15_SKEYPPEAPE_1_25_22_C_MBed_114.148279_22.280424_212.1833_27.568647_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0075_600_15_SKEYPPEAPE_1_25_22_C_MBed_114.148279_22.280424_212.1833_27.568647_blur_downsample/mask.png,0.08209104,0.999900,7.201020,train,20260895
v2_0076_325_38_SKPPWYPEPE_1_105_13_B_MBed_114.140746_22.280734_194.66_149.678765_smear_warp,SKPPWYPEPE,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/325_38_SKPPWYPEPE_1_105_13_B_MBed_114.140746_22.280734_194.66_149.678765.png,smear_warp,medium,research/data/restoration_v2_proxy_pairs/v2_0076_325_38_SKPPWYPEPE_1_105_13_B_MBed_114.140746_22.280734_194.66_149.678765_smear_warp/clean.png,research/data/restoration_v2_proxy_pairs/v2_0076_325_38_SKPPWYPEPE_1_105_13_B_MBed_114.140746_22.280734_194.66_149.678765_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0076_325_38_SKPPWYPEPE_1_105_13_B_MBed_114.140746_22.280734_194.66_149.678765_smear_warp/mask.png,0.07453763,1.000000,38.749643,val,20260896
v2_0077_325_35_SKPPWSPEPE_9_43_34_A_Utility_114.146891_22.281514_276.0063_133.53721_repeat_missing,SKPPWSPEPE,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/325_35_SKPPWSPEPE_9_43_34_A_Utility_114.146891_22.281514_276.0063_133.53721.png,repeat_missing,medium,research/data/restoration_v2_proxy_pairs/v2_0077_325_35_SKPPWSPEPE_9_43_34_A_Utility_114.146891_22.281514_276.0063_133.53721_repeat_missing/clean.png,research/data/restoration_v2_proxy_pairs/v2_0077_325_35_SKPPWSPEPE_9_43_34_A_Utility_114.146891_22.281514_276.0063_133.53721_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0077_325_35_SKPPWSPEPE_9_43_34_A_Utility_114.146891_22.281514_276.0063_133.53721_repeat_missing/mask.png,0.08822943,1.000000,62.182516,train,20260897
v2_0078_103_30_SKPPWKPEPE_2_27_40_A_Kitchen_114.149632_22.282049_218.4825_160.310615_blur_downsample,SKPPWKPEPE,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/103_30_SKPPWKPEPE_2_27_40_A_Kitchen_114.149632_22.282049_218.4825_160.310615.png,blur_downsample,large,research/data/restoration_v2_proxy_pairs/v2_0078_103_30_SKPPWKPEPE_2_27_40_A_Kitchen_114.149632_22.282049_218.4825_160.310615_blur_downsample/clean.png,research/data/restoration_v2_proxy_pairs/v2_0078_103_30_SKPPWKPEPE_2_27_40_A_Kitchen_114.149632_22.282049_218.4825_160.310615_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0078_103_30_SKPPWKPEPE_2_27_40_A_Kitchen_114.149632_22.282049_218.4825_160.310615_blur_downsample/mask.png,0.43889509,1.000000,7.449672,train,20260898
v2_0079_594_87_TZSNTHIAHM_1_22_11_D_MBed_114.153306_22.27957_141.1364_27.165863_smear_warp,TZSNTHIAHM,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/594_87_TZSNTHIAHM_1_22_11_D_MBed_114.153306_22.27957_141.1364_27.165863.png,smear_warp,medium,research/data/restoration_v2_proxy_pairs/v2_0079_594_87_TZSNTHIAHM_1_22_11_D_MBed_114.153306_22.27957_141.1364_27.165863_smear_warp/clean.png,research/data/restoration_v2_proxy_pairs/v2_0079_594_87_TZSNTHIAHM_1_22_11_D_MBed_114.153306_22.27957_141.1364_27.165863_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0079_594_87_TZSNTHIAHM_1_22_11_D_MBed_114.153306_22.27957_141.1364_27.165863_smear_warp/mask.png,0.17619978,1.000000,12.403273,train,20260899
v2_0080_69_44_SSPPWBPEPK_1_5_18_A_Living_114.152629_22.280669_119.99_30.091299_repeat_missing,SSPPWBPEPK,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/69_44_SSPPWBPEPK_1_5_18_A_Living_114.152629_22.280669_119.99_30.091299.png,repeat_missing,small,research/data/restoration_v2_proxy_pairs/v2_0080_69_44_SSPPWBPEPK_1_5_18_A_Living_114.152629_22.280669_119.99_30.091299_repeat_missing/clean.png,research/data/restoration_v2_proxy_pairs/v2_0080_69_44_SSPPWBPEPK_1_5_18_A_Living_114.152629_22.280669_119.99_30.091299_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0080_69_44_SSPPWBPEPK_1_5_18_A_Living_114.152629_22.280669_119.99_30.091299_repeat_missing/mask.png,0.04414461,1.000000,42.434612,train,20260900
v2_0081_838_27_SKPPWEPXPE_5_95_23_B_Living_114.146827_22.283222_143.7132_4.44512_blur_downsample,SKPPWEPXPE,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/838_27_SKPPWEPXPE_5_95_23_B_Living_114.146827_22.283222_143.7132_4.44512.png,blur_downsample,medium,research/data/restoration_v2_proxy_pairs/v2_0081_838_27_SKPPWEPXPE_5_95_23_B_Living_114.146827_22.283222_143.7132_4.44512_blur_downsample/clean.png,research/data/restoration_v2_proxy_pairs/v2_0081_838_27_SKPPWEPXPE_5_95_23_B_Living_114.146827_22.283222_143.7132_4.44512_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0081_838_27_SKPPWEPXPE_5_95_23_B_Living_114.146827_22.283222_143.7132_4.44512_blur_downsample/mask.png,0.18690210,0.999980,16.848653,train,20260901
v2_0082_594_15_SKEYPPEAPE_1_25_16_C_MBed_114.148279_22.280424_193.7967_27.568647_smear_warp,SKEYPPEAPE,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/594_15_SKEYPPEAPE_1_25_16_C_MBed_114.148279_22.280424_193.7967_27.568647.png,smear_warp,large,research/data/restoration_v2_proxy_pairs/v2_0082_594_15_SKEYPPEAPE_1_25_16_C_MBed_114.148279_22.280424_193.7967_27.568647_smear_warp/clean.png,research/data/restoration_v2_proxy_pairs/v2_0082_594_15_SKEYPPEAPE_1_25_16_C_MBed_114.148279_22.280424_193.7967_27.568647_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0082_594_15_SKEYPPEAPE_1_25_16_C_MBed_114.148279_22.280424_193.7967_27.568647_smear_warp/mask.png,0.45657286,1.000000,18.652888,train,20260902
v2_0083_61_44_SSPPWBPEPK_1_5_10_A_Living_114.152629_22.280669_96.0885_30.091299_repeat_missing,SSPPWBPEPK,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/61_44_SSPPWBPEPK_1_5_10_A_Living_114.152629_22.280669_96.0885_30.091299.png,repeat_missing,medium,research/data/restoration_v2_proxy_pairs/v2_0083_61_44_SSPPWBPEPK_1_5_10_A_Living_114.152629_22.280669_96.0885_30.091299_repeat_missing/clean.png,research/data/restoration_v2_proxy_pairs/v2_0083_61_44_SSPPWBPEPK_1_5_10_A_Living_114.152629_22.280669_96.0885_30.091299_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0083_61_44_SSPPWBPEPK_1_5_10_A_Living_114.152629_22.280669_96.0885_30.091299_repeat_missing/mask.png,0.11559311,1.000000,34.113966,train,20260903
v2_0084_169_15_SKEYPPEAPE_1_7_11_A_Living_114.148411_22.280499_178.4341_26.803866_blur_downsample,SKEYPPEAPE,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/169_15_SKEYPPEAPE_1_7_11_A_Living_114.148411_22.280499_178.4341_26.803866.png,blur_downsample,medium,research/data/restoration_v2_proxy_pairs/v2_0084_169_15_SKEYPPEAPE_1_7_11_A_Living_114.148411_22.280499_178.4341_26.803866_blur_downsample/clean.png,research/data/restoration_v2_proxy_pairs/v2_0084_169_15_SKEYPPEAPE_1_7_11_A_Living_114.148411_22.280499_178.4341_26.803866_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0084_169_15_SKEYPPEAPE_1_7_11_A_Living_114.148411_22.280499_178.4341_26.803866_blur_downsample/mask.png,0.11662946,1.000000,14.629357,train,20260904
v2_0085_103_82_TZNITHIOHM_1_101_12_A_MBed_114.152072_22.279479_141.8528_133.732402_smear_warp,TZNITHIOHM,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/103_82_TZNITHIOHM_1_101_12_A_MBed_114.152072_22.279479_141.8528_133.732402.png,smear_warp,medium,research/data/restoration_v2_proxy_pairs/v2_0085_103_82_TZNITHIOHM_1_101_12_A_MBed_114.152072_22.279479_141.8528_133.732402_smear_warp/clean.png,research/data/restoration_v2_proxy_pairs/v2_0085_103_82_TZNITHIOHM_1_101_12_A_MBed_114.152072_22.279479_141.8528_133.732402_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0085_103_82_TZNITHIOHM_1_101_12_A_MBed_114.152072_22.279479_141.8528_133.732402_smear_warp/mask.png,0.09685906,1.000000,34.738820,train,20260905
v2_0086_500_48_SSPPWDPXPE_1_14_20_C_Living_114.143066_22.284719_122.4714_2.908905_repeat_missing,SSPPWDPXPE,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/500_48_SSPPWDPXPE_1_14_20_C_Living_114.143066_22.284719_122.4714_2.908905.png,repeat_missing,medium,research/data/restoration_v2_proxy_pairs/v2_0086_500_48_SSPPWDPXPE_1_14_20_C_Living_114.143066_22.284719_122.4714_2.908905_repeat_missing/clean.png,research/data/restoration_v2_proxy_pairs/v2_0086_500_48_SSPPWDPXPE_1_14_20_C_Living_114.143066_22.284719_122.4714_2.908905_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0086_500_48_SSPPWDPXPE_1_14_20_C_Living_114.143066_22.284719_122.4714_2.908905_repeat_missing/mask.png,0.08848852,1.000000,29.892042,train,20260906
v2_0087_858_71_TZDZTHIRHM_1_26_9_C_LivingDining_114.153459_22.27921_137.0442_27.591486_blur_downsample,TZDZTHIRHM,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/858_71_TZDZTHIRHM_1_26_9_C_LivingDining_114.153459_22.27921_137.0442_27.591486.png,blur_downsample,medium,research/data/restoration_v2_proxy_pairs/v2_0087_858_71_TZDZTHIRHM_1_26_9_C_LivingDining_114.153459_22.27921_137.0442_27.591486_blur_downsample/clean.png,research/data/restoration_v2_proxy_pairs/v2_0087_858_71_TZDZTHIRHM_1_26_9_C_LivingDining_114.153459_22.27921_137.0442_27.591486_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0087_858_71_TZDZTHIRHM_1_26_9_C_LivingDining_114.153459_22.27921_137.0442_27.591486_blur_downsample/mask.png,0.13400829,1.000000,8.283661,val,20260907
v2_0088_541_61_TTNTIHLEHM_2_50_23_E_Bed_1_114.142399_22.284832_109.27_2.269258_smear_warp,TTNTIHLEHM,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/541_61_TTNTIHLEHM_2_50_23_E_Bed_1_114.142399_22.284832_109.27_2.269258.png,smear_warp,medium,research/data/restoration_v2_proxy_pairs/v2_0088_541_61_TTNTIHLEHM_2_50_23_E_Bed_1_114.142399_22.284832_109.27_2.269258_smear_warp/clean.png,research/data/restoration_v2_proxy_pairs/v2_0088_541_61_TTNTIHLEHM_2_50_23_E_Bed_1_114.142399_22.284832_109.27_2.269258_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0088_541_61_TTNTIHLEHM_2_50_23_E_Bed_1_114.142399_22.284832_109.27_2.269258_smear_warp/mask.png,0.12810906,1.000000,39.730087,train,20260908
v2_0089_125_27_SKPPWEPXPE_2_32_16_B_Living_114.146829_22.283221_125.5633_4.44512_repeat_missing,SKPPWEPXPE,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/125_27_SKPPWEPXPE_2_32_16_B_Living_114.146829_22.283221_125.5633_4.44512.png,repeat_missing,large,research/data/restoration_v2_proxy_pairs/v2_0089_125_27_SKPPWEPXPE_2_32_16_B_Living_114.146829_22.283221_125.5633_4.44512_repeat_missing/clean.png,research/data/restoration_v2_proxy_pairs/v2_0089_125_27_SKPPWEPXPE_2_32_16_B_Living_114.146829_22.283221_125.5633_4.44512_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0089_125_27_SKPPWEPXPE_2_32_16_B_Living_114.146829_22.283221_125.5633_4.44512_repeat_missing/mask.png,0.28884327,0.999980,48.536995,train,20260909
v2_0090_551_86_TZSMTHISHM_1_21_1_D_Bed_2_114.153048_22.279138_112.12_28.501951_blur_downsample,TZSMTHISHM,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/551_86_TZSMTHISHM_1_21_1_D_Bed_2_114.153048_22.279138_112.12_28.501951.png,blur_downsample,medium,research/data/restoration_v2_proxy_pairs/v2_0090_551_86_TZSMTHISHM_1_21_1_D_Bed_2_114.153048_22.279138_112.12_28.501951_blur_downsample/clean.png,research/data/restoration_v2_proxy_pairs/v2_0090_551_86_TZSMTHISHM_1_21_1_D_Bed_2_114.153048_22.279138_112.12_28.501951_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0090_551_86_TZSMTHISHM_1_21_1_D_Bed_2_114.153048_22.279138_112.12_28.501951_blur_downsample/mask.png,0.09369021,0.754599,6.293909,train,20260910
v2_0091_322_73_TZHSTHMYHM_2_108_16_1_Kitchen_114.151702_22.278596_198.2771_116.042403_smear_warp,TZHSTHMYHM,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/322_73_TZHSTHMYHM_2_108_16_1_Kitchen_114.151702_22.278596_198.2771_116.042403.png,smear_warp,small,research/data/restoration_v2_proxy_pairs/v2_0091_322_73_TZHSTHMYHM_2_108_16_1_Kitchen_114.151702_22.278596_198.2771_116.042403_smear_warp/clean.png,research/data/restoration_v2_proxy_pairs/v2_0091_322_73_TZHSTHMYHM_2_108_16_1_Kitchen_114.151702_22.278596_198.2771_116.042403_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0091_322_73_TZHSTHMYHM_2_108_16_1_Kitchen_114.151702_22.278596_198.2771_116.042403_smear_warp/mask.png,0.04197226,1.000000,35.794397,train,20260911
v2_0092_308_15_SKEYPPEAPE_1_12_10_B_MBed_114.148513_22.280471_175.27_26.832703_repeat_missing,SKEYPPEAPE,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/308_15_SKEYPPEAPE_1_12_10_B_MBed_114.148513_22.280471_175.27_26.832703.png,repeat_missing,large,research/data/restoration_v2_proxy_pairs/v2_0092_308_15_SKEYPPEAPE_1_12_10_B_MBed_114.148513_22.280471_175.27_26.832703_repeat_missing/clean.png,research/data/restoration_v2_proxy_pairs/v2_0092_308_15_SKEYPPEAPE_1_12_10_B_MBed_114.148513_22.280471_175.27_26.832703_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0092_308_15_SKEYPPEAPE_1_12_10_B_MBed_114.148513_22.280471_175.27_26.832703_repeat_missing/mask.png,0.56584821,1.000000,23.614128,train,20260912
v2_0093_883_77_TZHXTHIVHM_1_29_5_D_Living_114.15281_22.279443_120.8576_27.540763_blur_downsample,TZHXTHIVHM,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/883_77_TZHXTHIVHM_1_29_5_D_Living_114.15281_22.279443_120.8576_27.540763.png,blur_downsample,medium,research/data/restoration_v2_proxy_pairs/v2_0093_883_77_TZHXTHIVHM_1_29_5_D_Living_114.15281_22.279443_120.8576_27.540763_blur_downsample/clean.png,research/data/restoration_v2_proxy_pairs/v2_0093_883_77_TZHXTHIVHM_1_29_5_D_Living_114.15281_22.279443_120.8576_27.540763_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0093_883_77_TZHXTHIVHM_1_29_5_D_Living_114.15281_22.279443_120.8576_27.540763_blur_downsample/mask.png,0.13339047,0.999980,7.961452,train,20260913
