R1_NAFNet_path,R2_LaMa_path,degradation,input_path,mask_path,outside_allowed_max,r1_runtime_sec,r2_crop,r2_resized,r2_runtime_sec,sample_id,split,target_path
research\outputs\restoration_v2\real_results\proxy\v2_0051_157_15_SKEYPPEAPE_1_6_27_A_Bed_2_114.148387_22.280512_225.6193_26.803866_blur_downsample\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0051_157_15_SKEYPPEAPE_1_6_27_A_Bed_2_114.148387_22.280512_225.6193_26.803866_blur_downsample\R2_LaMa.png,blur_downsample,research/data/restoration_v2_proxy_pairs/v2_0051_157_15_SKEYPPEAPE_1_6_27_A_Bed_2_114.148387_22.280512_225.6193_26.803866_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0051_157_15_SKEYPPEAPE_1_6_27_A_Bed_2_114.148387_22.280512_225.6193_26.803866_blur_downsample/mask.png,0,0.0459,"[0, 0, 224, 224]",False,0.0466,v2_0051_157_15_SKEYPPEAPE_1_6_27_A_Bed_2_114.148387_22.280512_225.6193_26.803866_blur_downsample,train,research/data/restoration_v2_proxy_pairs/v2_0051_157_15_SKEYPPEAPE_1_6_27_A_Bed_2_114.148387_22.280512_225.6193_26.803866_blur_downsample/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0052_332_82_TZNITHIOHM_1_108_28_B_Bed_1_114.152057_22.279601_187.481_39.559907_smear_warp\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0052_332_82_TZNITHIOHM_1_108_28_B_Bed_1_114.152057_22.279601_187.481_39.559907_smear_warp\R2_LaMa.png,smear_warp,research/data/restoration_v2_proxy_pairs/v2_0052_332_82_TZNITHIOHM_1_108_28_B_Bed_1_114.152057_22.279601_187.481_39.559907_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0052_332_82_TZNITHIOHM_1_108_28_B_Bed_1_114.152057_22.279601_187.481_39.559907_smear_warp/mask.png,0,0.0330,"[0, 0, 224, 224]",False,0.0455,v2_0052_332_82_TZNITHIOHM_1_108_28_B_Bed_1_114.152057_22.279601_187.481_39.559907_smear_warp,train,research/data/restoration_v2_proxy_pairs/v2_0052_332_82_TZNITHIOHM_1_108_28_B_Bed_1_114.152057_22.279601_187.481_39.559907_smear_warp/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0053_1537_93_TZTNIHIYHM_1_39_44_F_Bed_2_114.149404_22.281903_256.0967_32.133977_repeat_missing\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0053_1537_93_TZTNIHIYHM_1_39_44_F_Bed_2_114.149404_22.281903_256.0967_32.133977_repeat_missing\R2_LaMa.png,repeat_missing,research/data/restoration_v2_proxy_pairs/v2_0053_1537_93_TZTNIHIYHM_1_39_44_F_Bed_2_114.149404_22.281903_256.0967_32.133977_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0053_1537_93_TZTNIHIYHM_1_39_44_F_Bed_2_114.149404_22.281903_256.0967_32.133977_repeat_missing/mask.png,0,0.0368,"[13, 0, 224, 224]",False,0.0508,v2_0053_1537_93_TZTNIHIYHM_1_39_44_F_Bed_2_114.149404_22.281903_256.0967_32.133977_repeat_missing,train,research/data/restoration_v2_proxy_pairs/v2_0053_1537_93_TZTNIHIYHM_1_39_44_F_Bed_2_114.149404_22.281903_256.0967_32.133977_repeat_missing/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0054_1267_40_SKSSGPYXPE_1_32_41_F_MBed_114.150062_22.281714_221.371_26.903593_blur_downsample\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0054_1267_40_SKSSGPYXPE_1_32_41_F_MBed_114.150062_22.281714_221.371_26.903593_blur_downsample\R2_LaMa.png,blur_downsample,research/data/restoration_v2_proxy_pairs/v2_0054_1267_40_SKSSGPYXPE_1_32_41_F_MBed_114.150062_22.281714_221.371_26.903593_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0054_1267_40_SKSSGPYXPE_1_32_41_F_MBed_114.150062_22.281714_221.371_26.903593_blur_downsample/mask.png,0,0.0344,"[17, 0, 224, 224]",False,0.1721,v2_0054_1267_40_SKSSGPYXPE_1_32_41_F_MBed_114.150062_22.281714_221.371_26.903593_blur_downsample,train,research/data/restoration_v2_proxy_pairs/v2_0054_1267_40_SKSSGPYXPE_1_32_41_F_MBed_114.150062_22.281714_221.371_26.903593_blur_downsample/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0055_589_87_TZSNTHIAHM_1_22_6_D_MBed_114.153306_22.27957_126.6132_27.165863_smear_warp\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0055_589_87_TZSNTHIAHM_1_22_6_D_MBed_114.153306_22.27957_126.6132_27.165863_smear_warp\R2_LaMa.png,smear_warp,research/data/restoration_v2_proxy_pairs/v2_0055_589_87_TZSNTHIAHM_1_22_6_D_MBed_114.153306_22.27957_126.6132_27.165863_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0055_589_87_TZSNTHIAHM_1_22_6_D_MBed_114.153306_22.27957_126.6132_27.165863_smear_warp/mask.png,0,0.0367,"[0, 0, 224, 224]",False,0.0507,v2_0055_589_87_TZSNTHIAHM_1_22_6_D_MBed_114.153306_22.27957_126.6132_27.165863_smear_warp,train,research/data/restoration_v2_proxy_pairs/v2_0055_589_87_TZSNTHIAHM_1_22_6_D_MBed_114.153306_22.27957_126.6132_27.165863_smear_warp/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0056_29_44_SSPPWBPEPK_1_2_6_A_MBed_114.152675_22.280637_83.8254_30.090764_repeat_missing\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0056_29_44_SSPPWBPEPK_1_2_6_A_MBed_114.152675_22.280637_83.8254_30.090764_repeat_missing\R2_LaMa.png,repeat_missing,research/data/restoration_v2_proxy_pairs/v2_0056_29_44_SSPPWBPEPK_1_2_6_A_MBed_114.152675_22.280637_83.8254_30.090764_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0056_29_44_SSPPWBPEPK_1_2_6_A_MBed_114.152675_22.280637_83.8254_30.090764_repeat_missing/mask.png,0,0.0359,"[0, 0, 206, 224]",False,0.0447,v2_0056_29_44_SSPPWBPEPK_1_2_6_A_MBed_114.152675_22.280637_83.8254_30.090764_repeat_missing,train,research/data/restoration_v2_proxy_pairs/v2_0056_29_44_SSPPWBPEPK_1_2_6_A_MBed_114.152675_22.280637_83.8254_30.090764_repeat_missing/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0057_112_49_SSPPWDPXPS_1_3_17_A_Bed_1_114.13391_22.285112_86.4546_56.279381_blur_downsample\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0057_112_49_SSPPWDPXPS_1_3_17_A_Bed_1_114.13391_22.285112_86.4546_56.279381_blur_downsample\R2_LaMa.png,blur_downsample,research/data/restoration_v2_proxy_pairs/v2_0057_112_49_SSPPWDPXPS_1_3_17_A_Bed_1_114.13391_22.285112_86.4546_56.279381_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0057_112_49_SSPPWDPXPS_1_3_17_A_Bed_1_114.13391_22.285112_86.4546_56.279381_blur_downsample/mask.png,0,0.0356,"[0, 0, 205, 224]",False,0.0448,v2_0057_112_49_SSPPWDPXPS_1_3_17_A_Bed_1_114.13391_22.285112_86.4546_56.279381_blur_downsample,train,research/data/restoration_v2_proxy_pairs/v2_0057_112_49_SSPPWDPXPS_1_3_17_A_Bed_1_114.13391_22.285112_86.4546_56.279381_blur_downsample/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0058_100_56_SSPPWYPXPS_1_2_58_A_Bed_1_114.133656_22.285514_205.8096_59.74605_smear_warp\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0058_100_56_SSPPWYPXPS_1_2_58_A_Bed_1_114.133656_22.285514_205.8096_59.74605_smear_warp\R2_LaMa.png,smear_warp,research/data/restoration_v2_proxy_pairs/v2_0058_100_56_SSPPWYPXPS_1_2_58_A_Bed_1_114.133656_22.285514_205.8096_59.74605_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0058_100_56_SSPPWYPXPS_1_2_58_A_Bed_1_114.133656_22.285514_205.8096_59.74605_smear_warp/mask.png,0,0.0372,"[17, 0, 224, 222]",False,0.0481,v2_0058_100_56_SSPPWYPXPS_1_2_58_A_Bed_1_114.133656_22.285514_205.8096_59.74605_smear_warp,train,research/data/restoration_v2_proxy_pairs/v2_0058_100_56_SSPPWYPXPS_1_2_58_A_Bed_1_114.133656_22.285514_205.8096_59.74605_smear_warp/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0059_110_30_SKPPWKPEPE_2_27_47_A_Kitchen_114.149632_22.282049_238.2209_160.310615_repeat_missing\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0059_110_30_SKPPWKPEPE_2_27_47_A_Kitchen_114.149632_22.282049_238.2209_160.310615_repeat_missing\R2_LaMa.png,repeat_missing,research/data/restoration_v2_proxy_pairs/v2_0059_110_30_SKPPWKPEPE_2_27_47_A_Kitchen_114.149632_22.282049_238.2209_160.310615_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0059_110_30_SKPPWKPEPE_2_27_47_A_Kitchen_114.149632_22.282049_238.2209_160.310615_repeat_missing/mask.png,0,0.0376,"[0, 0, 224, 224]",False,0.0491,v2_0059_110_30_SKPPWKPEPE_2_27_47_A_Kitchen_114.149632_22.282049_238.2209_160.310615_repeat_missing,train,research/data/restoration_v2_proxy_pairs/v2_0059_110_30_SKPPWKPEPE_2_27_47_A_Kitchen_114.149632_22.282049_238.2209_160.310615_repeat_missing/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0060_134_11_SKBKBPEAPE_1_4_27_A_Bed_2_114.148876_22.280939_230.59_29.821748_blur_downsample\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0060_134_11_SKBKBPEAPE_1_4_27_A_Bed_2_114.148876_22.280939_230.59_29.821748_blur_downsample\R2_LaMa.png,blur_downsample,research/data/restoration_v2_proxy_pairs/v2_0060_134_11_SKBKBPEAPE_1_4_27_A_Bed_2_114.148876_22.280939_230.59_29.821748_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0060_134_11_SKBKBPEAPE_1_4_27_A_Bed_2_114.148876_22.280939_230.59_29.821748_blur_downsample/mask.png,0,0.0334,"[0, 0, 174, 208]",False,0.1695,v2_0060_134_11_SKBKBPEAPE_1_4_27_A_Bed_2_114.148876_22.280939_230.59_29.821748_blur_downsample,train,research/data/restoration_v2_proxy_pairs/v2_0060_134_11_SKBKBPEAPE_1_4_27_A_Bed_2_114.148876_22.280939_230.59_29.821748_blur_downsample/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0061_650_87_TZSNTHIAHM_1_24_9_D_LivingDining_114.153352_22.279546_135.3114_27.165863_smear_warp\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0061_650_87_TZSNTHIAHM_1_24_9_D_LivingDining_114.153352_22.279546_135.3114_27.165863_smear_warp\R2_LaMa.png,smear_warp,research/data/restoration_v2_proxy_pairs/v2_0061_650_87_TZSNTHIAHM_1_24_9_D_LivingDining_114.153352_22.279546_135.3114_27.165863_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0061_650_87_TZSNTHIAHM_1_24_9_D_LivingDining_114.153352_22.279546_135.3114_27.165863_smear_warp/mask.png,0,0.0352,"[0, 0, 224, 224]",False,0.0507,v2_0061_650_87_TZSNTHIAHM_1_24_9_D_LivingDining_114.153352_22.279546_135.3114_27.165863_smear_warp,train,research/data/restoration_v2_proxy_pairs/v2_0061_650_87_TZSNTHIAHM_1_24_9_D_LivingDining_114.153352_22.279546_135.3114_27.165863_smear_warp/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0062_57_15_SKEYPPEAPE_1_3_11_A_MBath_114.148332_22.280509_178.9181_21.22964_repeat_missing\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0062_57_15_SKEYPPEAPE_1_3_11_A_MBath_114.148332_22.280509_178.9181_21.22964_repeat_missing\R2_LaMa.png,repeat_missing,research/data/restoration_v2_proxy_pairs/v2_0062_57_15_SKEYPPEAPE_1_3_11_A_MBath_114.148332_22.280509_178.9181_21.22964_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0062_57_15_SKEYPPEAPE_1_3_11_A_MBath_114.148332_22.280509_178.9181_21.22964_repeat_missing/mask.png,0,0.0408,"[0, 33, 223, 224]",False,0.1699,v2_0062_57_15_SKEYPPEAPE_1_3_11_A_MBath_114.148332_22.280509_178.9181_21.22964_repeat_missing,train,research/data/restoration_v2_proxy_pairs/v2_0062_57_15_SKEYPPEAPE_1_3_11_A_MBath_114.148332_22.280509_178.9181_21.22964_repeat_missing/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0063_700_41_SKSWBPWJPS_1_28_1_C_LivingDining_114.142226_22.284267_71.06_26.096132_blur_downsample\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0063_700_41_SKSWBPWJPS_1_28_1_C_LivingDining_114.142226_22.284267_71.06_26.096132_blur_downsample\R2_LaMa.png,blur_downsample,research/data/restoration_v2_proxy_pairs/v2_0063_700_41_SKSWBPWJPS_1_28_1_C_LivingDining_114.142226_22.284267_71.06_26.096132_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0063_700_41_SKSWBPWJPS_1_28_1_C_LivingDining_114.142226_22.284267_71.06_26.096132_blur_downsample/mask.png,0,0.0436,"[0, 0, 224, 224]",False,0.0565,v2_0063_700_41_SKSWBPWJPS_1_28_1_C_LivingDining_114.142226_22.284267_71.06_26.096132_blur_downsample,train,research/data/restoration_v2_proxy_pairs/v2_0063_700_41_SKSWBPWJPS_1_28_1_C_LivingDining_114.142226_22.284267_71.06_26.096132_blur_downsample/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0064_540_61_TTNTIHLEHM_2_50_22_E_Bed_1_114.142399_22.284832_106.4425_2.269258_smear_warp\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0064_540_61_TTNTIHLEHM_2_50_22_E_Bed_1_114.142399_22.284832_106.4425_2.269258_smear_warp\R2_LaMa.png,smear_warp,research/data/restoration_v2_proxy_pairs/v2_0064_540_61_TTNTIHLEHM_2_50_22_E_Bed_1_114.142399_22.284832_106.4425_2.269258_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0064_540_61_TTNTIHLEHM_2_50_22_E_Bed_1_114.142399_22.284832_106.4425_2.269258_smear_warp/mask.png,0,0.0497,"[0, 0, 224, 224]",False,0.1012,v2_0064_540_61_TTNTIHLEHM_2_50_22_E_Bed_1_114.142399_22.284832_106.4425_2.269258_smear_warp,train,research/data/restoration_v2_proxy_pairs/v2_0064_540_61_TTNTIHLEHM_2_50_22_E_Bed_1_114.142399_22.284832_106.4425_2.269258_smear_warp/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0065_100_30_SKPPWKPEPE_2_27_37_A_Kitchen_114.149632_22.282049_210.0232_160.310615_repeat_missing\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0065_100_30_SKPPWKPEPE_2_27_37_A_Kitchen_114.149632_22.282049_210.0232_160.310615_repeat_missing\R2_LaMa.png,repeat_missing,research/data/restoration_v2_proxy_pairs/v2_0065_100_30_SKPPWKPEPE_2_27_37_A_Kitchen_114.149632_22.282049_210.0232_160.310615_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0065_100_30_SKPPWKPEPE_2_27_37_A_Kitchen_114.149632_22.282049_210.0232_160.310615_repeat_missing/mask.png,0,0.0616,"[0, 0, 224, 221]",False,0.0935,v2_0065_100_30_SKPPWKPEPE_2_27_37_A_Kitchen_114.149632_22.282049_210.0232_160.310615_repeat_missing,train,research/data/restoration_v2_proxy_pairs/v2_0065_100_30_SKPPWKPEPE_2_27_37_A_Kitchen_114.149632_22.282049_210.0232_160.310615_repeat_missing/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0066_112_56_SSPPWYPXPS_1_3_17_A_Bed_2_114.133626_22.285476_86.4165_151.72097_blur_downsample\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0066_112_56_SSPPWYPXPS_1_3_17_A_Bed_2_114.133626_22.285476_86.4165_151.72097_blur_downsample\R2_LaMa.png,blur_downsample,research/data/restoration_v2_proxy_pairs/v2_0066_112_56_SSPPWYPXPS_1_3_17_A_Bed_2_114.133626_22.285476_86.4165_151.72097_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0066_112_56_SSPPWYPXPS_1_3_17_A_Bed_2_114.133626_22.285476_86.4165_151.72097_blur_downsample/mask.png,0,0.0594,"[0, 0, 190, 224]",False,0.2652,v2_0066_112_56_SSPPWYPXPS_1_3_17_A_Bed_2_114.133626_22.285476_86.4165_151.72097_blur_downsample,train,research/data/restoration_v2_proxy_pairs/v2_0066_112_56_SSPPWYPXPS_1_3_17_A_Bed_2_114.133626_22.285476_86.4165_151.72097_blur_downsample/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0067_500_84_TZSHZHMRHM_1_16_21_C_Balcony_114.150199_22.28035_201.6335_27.739153_smear_warp\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0067_500_84_TZSHZHMRHM_1_16_21_C_Balcony_114.150199_22.28035_201.6335_27.739153_smear_warp\R2_LaMa.png,smear_warp,research/data/restoration_v2_proxy_pairs/v2_0067_500_84_TZSHZHMRHM_1_16_21_C_Balcony_114.150199_22.28035_201.6335_27.739153_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0067_500_84_TZSHZHMRHM_1_16_21_C_Balcony_114.150199_22.28035_201.6335_27.739153_smear_warp/mask.png,0,0.0564,"[18, 50, 224, 224]",False,0.2985,v2_0067_500_84_TZSHZHMRHM_1_16_21_C_Balcony_114.150199_22.28035_201.6335_27.739153_smear_warp,train,research/data/restoration_v2_proxy_pairs/v2_0067_500_84_TZSHZHMRHM_1_16_21_C_Balcony_114.150199_22.28035_201.6335_27.739153_smear_warp/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0068_138_7_SEPPWDPXPE_1_5_19_A_Bed_2_114.151332_22.280036_162.1933_41.159862_repeat_missing\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0068_138_7_SEPPWDPXPE_1_5_19_A_Bed_2_114.151332_22.280036_162.1933_41.159862_repeat_missing\R2_LaMa.png,repeat_missing,research/data/restoration_v2_proxy_pairs/v2_0068_138_7_SEPPWDPXPE_1_5_19_A_Bed_2_114.151332_22.280036_162.1933_41.159862_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0068_138_7_SEPPWDPXPE_1_5_19_A_Bed_2_114.151332_22.280036_162.1933_41.159862_repeat_missing/mask.png,0,0.0663,"[0, 61, 172, 224]",False,0.2793,v2_0068_138_7_SEPPWDPXPE_1_5_19_A_Bed_2_114.151332_22.280036_162.1933_41.159862_repeat_missing,train,research/data/restoration_v2_proxy_pairs/v2_0068_138_7_SEPPWDPXPE_1_5_19_A_Bed_2_114.151332_22.280036_162.1933_41.159862_repeat_missing/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0069_1332_56_SSPPWYPXPS_1_26_18_G_Living_114.133475_22.285613_89.834_14.049906_blur_downsample\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0069_1332_56_SSPPWYPXPS_1_26_18_G_Living_114.133475_22.285613_89.834_14.049906_blur_downsample\R2_LaMa.png,blur_downsample,research/data/restoration_v2_proxy_pairs/v2_0069_1332_56_SSPPWYPXPS_1_26_18_G_Living_114.133475_22.285613_89.834_14.049906_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0069_1332_56_SSPPWYPXPS_1_26_18_G_Living_114.133475_22.285613_89.834_14.049906_blur_downsample/mask.png,0,0.0754,"[0, 47, 224, 224]",False,0.0871,v2_0069_1332_56_SSPPWYPXPS_1_26_18_G_Living_114.133475_22.285613_89.834_14.049906_blur_downsample,train,research/data/restoration_v2_proxy_pairs/v2_0069_1332_56_SSPPWYPXPS_1_26_18_G_Living_114.133475_22.285613_89.834_14.049906_blur_downsample/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0070_101_44_SSPPWBPEPK_1_8_8_C_Living_114.152563_22.280719_90.6046_29.822021_smear_warp\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0070_101_44_SSPPWBPEPK_1_8_8_C_Living_114.152563_22.280719_90.6046_29.822021_smear_warp\R2_LaMa.png,smear_warp,research/data/restoration_v2_proxy_pairs/v2_0070_101_44_SSPPWBPEPK_1_8_8_C_Living_114.152563_22.280719_90.6046_29.822021_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0070_101_44_SSPPWBPEPK_1_8_8_C_Living_114.152563_22.280719_90.6046_29.822021_smear_warp/mask.png,0,0.0600,"[0, 0, 224, 224]",False,0.0752,v2_0070_101_44_SSPPWBPEPK_1_8_8_C_Living_114.152563_22.280719_90.6046_29.822021_smear_warp,train,research/data/restoration_v2_proxy_pairs/v2_0070_101_44_SSPPWBPEPK_1_8_8_C_Living_114.152563_22.280719_90.6046_29.822021_smear_warp/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0071_132_4_OSRRQRUXOU_1_6_3_B_Living_114.150681_22.279431_168.752_37.350869_repeat_missing\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0071_132_4_OSRRQRUXOU_1_6_3_B_Living_114.150681_22.279431_168.752_37.350869_repeat_missing\R2_LaMa.png,repeat_missing,research/data/restoration_v2_proxy_pairs/v2_0071_132_4_OSRRQRUXOU_1_6_3_B_Living_114.150681_22.279431_168.752_37.350869_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0071_132_4_OSRRQRUXOU_1_6_3_B_Living_114.150681_22.279431_168.752_37.350869_repeat_missing/mask.png,0,0.0542,"[0, 0, 224, 224]",False,0.0590,v2_0071_132_4_OSRRQRUXOU_1_6_3_B_Living_114.150681_22.279431_168.752_37.350869_repeat_missing,train,research/data/restoration_v2_proxy_pairs/v2_0071_132_4_OSRRQRUXOU_1_6_3_B_Living_114.150681_22.279431_168.752_37.350869_repeat_missing/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0072_179_61_TTNTIHLEHM_1_17_8_C_Bed_2_114.142259_22.284816_69.21_2.512811_blur_downsample\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0072_179_61_TTNTIHLEHM_1_17_8_C_Bed_2_114.142259_22.284816_69.21_2.512811_blur_downsample\R2_LaMa.png,blur_downsample,research/data/restoration_v2_proxy_pairs/v2_0072_179_61_TTNTIHLEHM_1_17_8_C_Bed_2_114.142259_22.284816_69.21_2.512811_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0072_179_61_TTNTIHLEHM_1_17_8_C_Bed_2_114.142259_22.284816_69.21_2.512811_blur_downsample/mask.png,0,0.0415,"[0, 0, 223, 218]",False,0.0502,v2_0072_179_61_TTNTIHLEHM_1_17_8_C_Bed_2_114.142259_22.284816_69.21_2.512811_blur_downsample,train,research/data/restoration_v2_proxy_pairs/v2_0072_179_61_TTNTIHLEHM_1_17_8_C_Bed_2_114.142259_22.284816_69.21_2.512811_blur_downsample/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0073_50_80_TZLZZHIOHT_1_3_1_A_Bed_1_114.145246_22.284661_87.97_28.093304_smear_warp\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0073_50_80_TZLZZHIOHT_1_3_1_A_Bed_1_114.145246_22.284661_87.97_28.093304_smear_warp\R2_LaMa.png,smear_warp,research/data/restoration_v2_proxy_pairs/v2_0073_50_80_TZLZZHIOHT_1_3_1_A_Bed_1_114.145246_22.284661_87.97_28.093304_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0073_50_80_TZLZZHIOHT_1_3_1_A_Bed_1_114.145246_22.284661_87.97_28.093304_smear_warp/mask.png,0,0.0348,"[0, 0, 224, 224]",False,0.0450,v2_0073_50_80_TZLZZHIOHT_1_3_1_A_Bed_1_114.145246_22.284661_87.97_28.093304_smear_warp,train,research/data/restoration_v2_proxy_pairs/v2_0073_50_80_TZLZZHIOHT_1_3_1_A_Bed_1_114.145246_22.284661_87.97_28.093304_smear_warp/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0074_138_12_SKDBGPEXPE_2_17_21_A_MBed_114.147664_22.281594_175.7735_152.321031_repeat_missing\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0074_138_12_SKDBGPEXPE_2_17_21_A_MBed_114.147664_22.281594_175.7735_152.321031_repeat_missing\R2_LaMa.png,repeat_missing,research/data/restoration_v2_proxy_pairs/v2_0074_138_12_SKDBGPEXPE_2_17_21_A_MBed_114.147664_22.281594_175.7735_152.321031_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0074_138_12_SKDBGPEXPE_2_17_21_A_MBed_114.147664_22.281594_175.7735_152.321031_repeat_missing/mask.png,0,0.0366,"[11, 5, 224, 224]",False,0.0504,v2_0074_138_12_SKDBGPEXPE_2_17_21_A_MBed_114.147664_22.281594_175.7735_152.321031_repeat_missing,train,research/data/restoration_v2_proxy_pairs/v2_0074_138_12_SKDBGPEXPE_2_17_21_A_MBed_114.147664_22.281594_175.7735_152.321031_repeat_missing/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0075_600_15_SKEYPPEAPE_1_25_22_C_MBed_114.148279_22.280424_212.1833_27.568647_blur_downsample\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0075_600_15_SKEYPPEAPE_1_25_22_C_MBed_114.148279_22.280424_212.1833_27.568647_blur_downsample\R2_LaMa.png,blur_downsample,research/data/restoration_v2_proxy_pairs/v2_0075_600_15_SKEYPPEAPE_1_25_22_C_MBed_114.148279_22.280424_212.1833_27.568647_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0075_600_15_SKEYPPEAPE_1_25_22_C_MBed_114.148279_22.280424_212.1833_27.568647_blur_downsample/mask.png,0,0.0417,"[0, 48, 218, 224]",False,0.1778,v2_0075_600_15_SKEYPPEAPE_1_25_22_C_MBed_114.148279_22.280424_212.1833_27.568647_blur_downsample,train,research/data/restoration_v2_proxy_pairs/v2_0075_600_15_SKEYPPEAPE_1_25_22_C_MBed_114.148279_22.280424_212.1833_27.568647_blur_downsample/clean.png
